,Unnamed: 0,Unnamed: 0.1,학번,학생소속대학명,학생교육부계열,성별,입학과정,학적,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,인건비총액,서류점수,면접점수,학부출신,대학원출신,월별인건비
136,136,5114,AAG2R/8ZINtjO1IucDdff0KQ,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAFiFnbgowp64/vIKAkflPLV,korean,석·박사통합과정,2018,1R,19911130,2021,2R,4.39,13,122989299,52,33,자교,,1576786
137,137,5119,AAG2sqljL5j2txCOas4LWOSF,생명과학대학,자연과학,1,정원내신입학,졸업,환경생태공학과,환경계획및조경학전공,AAGOspWKpjwv00sPBrh+ZRe+,korean,석·박사통합과정,2020,1R,19910402,2021,2R,4.08,9,105438005,44.67,46.33,자교,,1952556
138,138,5120,AAHL/o6WLSgmzbC0U2XnUAMb,정보대학,공학,1,정원내신입학,졸업,뇌공학과,뇌공학전공,AAFXDlCEmJaJSYNPVqccDMZx,korean,석·박사통합과정,2018,1R,19900512,2021,2R,4.21,13,299786475,43,44,타교,,3843416
139,139,5122,AAHvdBpneDzwGRk6QrO/GEt0,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,통신 및 네트워크전공,AAEDRkBX7/Ql8YY92VjxsLch,korean,석·박사통합과정,2018,1R,19910524,2021,2R,4.36,13,126887000,42.6,41.8,자교,,1626756
140,140,5124,AAH9pXoWbrH9IrX/2yiWYcvM,법과대학,인문·사회,1,정원내신입학,졸업,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,korean,석·박사통합과정,2020,1R,19650810,2021,2R,4.36,10,,40,43.3,타교,,0
141,141,5133,AAGINNU26dpFfhV0Xu3JbI8Z,공과대학,공학,2,정원내신입학,졸업,신소재공학과,신소재공학전공,AAHVMQxXZzh89KjrTenp6nPf,korean,석·박사통합과정,2021,1R,19931025,2021,2R,3.69,9,,56,32,타교,,0
142,142,5135,AAFRCq3ST3jhWIR9hE8RzQM8,정보대학,공학,1,정원내신입학,졸업,컴퓨터학과,컴퓨터교육전공,AAG7NvMi4LDLMT/URLwSoU1A,korean,석·박사통합과정,2020,1R,19850409,2021,2R,4.08,9,22000000,48.3,48.3,타교,,407407
143,143,5169,AAEds1PVbkkh3QeeDa+L3tjD,정보대학,공학,2,정원내신입학,졸업,컴퓨터학과,소프트웨어전공,AAFhFZgfCHdQkb82RLLU/geO,korean,석·박사통합과정,2018,2R,19900820,2021,2R,4.36,12,170000000,49,49,타교,,2361111
144,144,5171,AAGWrRAofZ6jPVReHurDpR0J,공과대학,공학,2,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAFusQhKNZAOH5aykCeK8qQL,korean,석·박사통합과정,2018,2R,19920719,2021,2R,4.33,12,88502800,57.67,34.33,타교,,1229206
145,145,5172,AAHtwHQbLcbPgFPkQWYLTi+b,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAG3UgRiZnI8ns5BXTcxNxGC,korean,석·박사통합과정,2018,2R,19910219,2021,2R,4.14,12,102018580,56.67,37.33,타교,,1416925
146,146,5173,AAEOdhNIHWn8RSBuZ7NuiW4W,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAHgUVNRwv/2JnLflHfEFa8n,korean,석·박사통합과정,2018,2R,19890923,2021,2R,4.13,12,129045566,54.33,33.67,타교,,1792300
147,147,5174,AAEeLzOwBngVYjv5c0gLLuBv,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAGG7IhUZDZBJWEpoDSv+a2p,korean,석·박사통합과정,2018,1R,19921117,2021,2R,4.17,13,150005448,50,39.5,자교,,1923147
148,148,5175,AAH3mmq1JNIwbP21OGLQ/4r2,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAHgUVNRwv/2JnLflHfEFa8n,korean,석·박사통합과정,2018,1R,19890918,2021,2R,4.04,13,64912500,50,31.5,타교,,832212
149,149,5176,AAHASANEpgDSyziT0dBDmf3Z,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAEgg9xAPbUzkzqGsSdbE/vh,korean,석·박사통합과정,2018,1R,19901218,2021,2R,4.23,13,134265000,40,38.5,자교,,1721346
150,150,5177,AAFFzuEcbSkUCA0J6nTDkyJu,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAEgg9xAPbUzkzqGsSdbE/vh,korean,석·박사통합과정,2018,1R,19920911,2021,2R,4.33,13,137635000,57,39.5,자교,,1764551
151,151,5178,AAHEqgqk8Q8fiqmsTA7BXISC,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAGaCMeTjNaKuSWvzyinL5sl,korean,석·박사통합과정,2018,1R,19911224,2021,2R,4.43,13,156648286,50,36.5,자교,,2008311
152,152,5184,AAF/alpBv6zvKWfRCRaxruTn,생명과학대학,자연과학,1,정원내신입학,졸업,생명과학과,분자생물학전공,AAE/8JlgUig1ptLW4mromlar,korean,석·박사통합과정,2018,1R,19900705,2021,2R,4.16,13,91598000,46,47,타교,,1174333
153,153,5196,AAEgZ/1AdpeKbpSNfZF6/AmI,공과대학,공학,2,정원내신입학,졸업,신소재공학과,신소재공학전공,AAFiFnbgowp64/vIKAkflPLV,korean,석·박사통합과정,2019,1R,19911017,2021,2R,4.13,12,197891165,57,40,자교,,2748488
154,154,5198,AAHUyKJ5e5zYkV9UUvN/pQYp,생명과학대학,자연과학,1,정원내신입학,졸업,환경생태공학과,수질및토양환경전공,AAEQRK01cpypBZKmzeaZ/Ayl,korean,석·박사통합과정,2018,2R,19860314,2021,2R,4.14,12,100364000,49,49,타교,,1393944
155,155,5200,AAH8nywB0sCviHb+B2c9RZAz,생명과학대학,자연과학,2,정원내신입학,졸업,환경생태공학과,수질및토양환경전공,AAEQRK01cpypBZKmzeaZ/Ayl,korean,석·박사통합과정,2018,2R,19900729,2021,2R,4.18,12,137474000,47,47,타교,,1909361
156,156,5201,AAGIcbzEZr9Qxzohh08z0keQ,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAHgUVNRwv/2JnLflHfEFa8n,korean,석·박사통합과정,2018,2R,19920911,2021,2R,4.34,12,102907168,55.67,34.33,자교,,1429266
157,157,5208,AAGEDvnZy4hfHJLPCCwizArX,공과대학,공학,1,정원내신입학,졸업,산업경영공학과,산업경영공학전공,AAGtJM3euCvvqb5hTFq1uzz2,korean,석·박사통합과정,2019,1R,19911124,2021,2R,4.37,11,56200000,40,46,타교,,851515
158,158,5233,AAEg0YGDQctjTQREkjmuJZaI,이과대학,자연과학,1,정원내신입학,졸업,물리학과,양자광학전공,AAEVfpRfGLiK/c12ougxtvee,korean,석·박사통합과정,2019,1R,19910211,2021,2R,4.28,13,121416000,38.2,50,자교,,1556615
159,159,5234,AAESbzmb0oPJ1aMofd7GQEgZ,이과대학,자연과학,1,정원내신입학,졸업,물리학과,양자광학전공,AAEVfpRfGLiK/c12ougxtvee,korean,석·박사통합과정,2019,1R,19920730,2021,2R,4.39,13,122350000,38,60,자교,,1568590
160,160,5235,AAEz+K566cMa8j4D0zzP6cZL,이과대학,자연과학,1,정원내신입학,졸업,물리학과,고체물리학전공,AAHNywZa5KuyqeHEowWtm9cL,korean,석·박사통합과정,2019,1R,19880309,2021,2R,3.75,13,93500000,38.5,58,타교,,1198718
161,161,5237,AAEBO3kHJ6kx/szY7HXHp+rX,이과대학,자연과학,1,정원내신입학,졸업,화학과,유기화학전공,AAFB7thmJVqSI92XpAo42Phl,korean,석·박사통합과정,2018,2R,19940218,2021,2R,4.24,13,72410000,35,42,자교,,928333
162,162,5265,AAHTOufEir0mLzaWMedFQFU0,의과대학,자연과학,1,정원내신입학,졸업,의과학과,의생명과학전공,AAHxQ1hQVwWlLXTencZd1BX0,korean,석·박사통합과정,2019,1R,19901111,2021,2R,4.14,11,84200000,35.7,37,타교,,1275758
163,163,5271,AAGzwYQ37yKN+07nl0sh9sh7,경영대학,인문·사회,1,정원내신입학,졸업,경영학과,회계학전공,AAFUskYfXs18x56mDz1cSsZn,korean,석·박사통합과정,2019,2R,19850909,2021,2R,4.39,11,15600000,38.8,56,자교,,236364
164,164,5277,AAG24YwTUc3DuTvV3HN7i6c2,이과대학,자연과학,1,정원내신입학,졸업,화학과,고분자화학전공,AAF0qXezmiAbARO18bGcQ7bI,korean,석·박사통합과정,2020,1R,19881125,2021,2R,3.84,11,132016000,46,48.5,자교,,2000242
165,165,5284,AAHaxeFLaCJqAlvn5ns7G1gE,의과대학,자연과학,1,정원내신입학,졸업,의과학과,의생명과학전공,AAG3qKWSE1FFL5Z5/gHBKI/5,korean,석·박사통합과정,2018,1R,19881113,2021,2R,4.33,13,88040000,38.6,42.3,타교,,1128718
166,166,5285,AAGl5S3WLlH76LMW2h5YMCke,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAHzpx1p8EfDMr+T62A8GHGA,korean,석·박사통합과정,2018,1R,19910927,2021,2R,4.14,13,57900000,41,39.3,타교,,742308
167,167,5300,AAEWDibFZ80LAUD/22WzNct5,의과대학,자연과학,2,외국인,졸업,의과학과,의생명과학전공,AAHDSMD+yP/Lx/iQ/sK7JN3a,foreigner,석·박사통합과정,2019,1R,19910428,2021,2R,4.08,11,85900000,85,,타교,,1301515
168,168,5306,AAE13fsGwmtNEZMsFWehLpWN,정보대학,공학,2,정원내신입학,졸업,뇌공학과,뇌공학전공,AAFLXiapCRRbBvxf4mUmKRYR,korean,석·박사통합과정,2019,2R,19920320,2021,2R,4.35,10,118275218,50,46,타교,,1971254
169,169,5309,AAE1HqqmBgydPKT05qnKYMU5,정보대학,공학,1,정원내신입학,졸업,컴퓨터학과,소프트웨어전공,AAGoCHZwiePFcGa9VMEqyZO9,korean,석·박사통합과정,2019,1R,19931222,2021,2R,4.44,11,94033939,49,49,자교,,1424757
170,170,5318,AAFd/V1lAp1V6t7Z0Nxi1BD5,이과대학,자연과학,1,정원내신입학,졸업,물리학과,비선형동력학 및 생물물리학전공,AAF5cLSeFPDQKyLoD6YCm1zg,korean,석·박사통합과정,2019,2R,19920403,2021,2R,4.05,11,102463230,40,50,자교,,1552473
171,171,5323,AAHycUCXtFSb1/2tlJWUNLwx,이과대학,자연과학,2,정원내신입학,졸업,화학과,유기화학전공,AAGo9rBbww79qUMN3dh1Tg2K,korean,석·박사통합과정,2020,1R,19920629,2021,2R,3.68,11,100062000,38,41.5,타교,,1516091
172,172,5324,AAF6Vn82/6CafE7aj7evipSh,생명과학대학,자연과학,1,정원내신입학,졸업,생명공학과,분자생체공학전공,AAG4SpLeg0KMYB0wAsJNR1ow,korean,석·박사통합과정,2018,1R,19891014,2021,2R,4.37,13,36640000,48,46.9,자교,,469744
173,173,5330,AAFANaz4EEk0m49RbB+WY5AN,공과대학,공학,1,정원내신입학,졸업,건축사회환경공학과,사회인프라전공,AAGrzQY08cilgBg2Vakpt/nx,korean,석·박사통합과정,2018,1R,19920202,2021,2R,4.05,13,183911348,47,45.67,자교,,2357838
174,174,5331,AAHH+IEVwxomDbKvVZVDv9NR,공과대학,공학,1,정원내신입학,졸업,건축사회환경공학과,사회인프라전공,AAHc+0P1uuuM9uwKFqwm5JxB,korean,석·박사통합과정,2018,1R,19921231,2021,2R,4.37,13,192235000,45,41.33,자교,,2464551
175,175,5333,AAGrNObw6MtwEXWbeFCBRNoJ,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,korean,석·박사통합과정,2020,1R,19960130,2021,2R,4.36,9,81600200,48.3,48.6,자교,,1511115
176,176,5338,AAH4BSIZBP/vAgkL+MqvTIHx,생명과학대학,자연과학,2,외국인,졸업,식물생명공학과,식물 유전 공학 전공,AAGxQXkQ58ix3nRr8wBfpEFD,foreigner,석·박사통합과정,2019,2R,19930417,2021,2R,4.5,10,71620000,98,,타교,,1193667
177,177,5339,AAGWsD8Y81VDoHkY3Y1507m/,생명과학대학,자연과학,1,외국인,졸업,식물생명공학과,식물 유전 공학 전공,AAGxQXkQ58ix3nRr8wBfpEFD,foreigner,석·박사통합과정,2019,2R,19930414,2021,2R,4.5,10,61490000,99,,타교,,1024833
178,178,5356,AAH8RkVQl97awW9RQkppIaPN,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAFZN7QRRXoGyvP+pJZuQhuw,korean,석·박사통합과정,2020,2R,19920603,2021,2R,4.14,8,36800000,37,38.67,타교,,766667
179,179,5357,AAE1WKJAkFOYBBwoBdxEuKXw,보건과학대학,자연과학,1,정원내신입학,졸업,보건과학과,환경보건학전공,AAGOovrVcNz2VQ60TLb+twag,korean,석·박사통합과정,2018,1R,19870803,2021,2R,4.14,13,170631586,41.3,40.3,타교,,2187584
180,180,5369,AAFHBDv5pTkMBOaGEgOZO80d,공과대학,공학,1,정원내신입학,졸업,산업경영공학과,산업경영공학전공,AAF5ukSjmVhKqW326vTF81ef,korean,석·박사통합과정,2019,2R,19910928,2021,2R,4.14,10,76334676,40.33,41.67,타교,,1272245
181,181,5373,AAEqyX0CrFXWwEu3KcWbOoUo,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,통신 및 네트워크전공,AAEssPEiUNe/wYugrxd+fnX2,korean,석·박사통합과정,2019,1R,19911201,2021,2R,4.17,11,135890407,39.3,38.2,자교,,2058946
182,182,5383,AAF/wlrjPitSoDkBHcKJXSD5,보건과학대학,자연과학,2,학연산협동과정,졸업,의생명융합과학과,임상병리학전공,AAHWkyOWoBDEBjZH1TNXQnXj,korean,석·박사통합과정,2019,2R,19930215,2021,2R,4.11,10,7500000,37,48,타교,,125000
183,183,5384,AAF8P6pedx6PvcMsFC6w6dM6,보건과학대학,공학,2,정원내신입학,졸업,바이오융합공학과,바이오융합공학전공,AAFs9+l6a/a8qr925OtyHe9U,korean,석·박사통합과정,2019,2R,19930510,2021,2R,4.05,10,102568000,46,41,자교,,1709467
184,184,5385,AAGA/rH260HMRqDTz+4sSNz8,정보대학,공학,1,정원내신입학,졸업,컴퓨터학과,소프트웨어전공,AAFhFZgfCHdQkb82RLLU/geO,korean,석·박사통합과정,2019,2R,19880222,2021,2R,4.39,10,129930000,49.4,48.6,타교,,2165500
185,185,5416,AAEBDkczcDsa4Lera/BgIKCz,법과대학,인문·사회,1,정원내신입학,졸업,법학과,지적재산권법전공,AAGxdRvbQkm+4SDTFodzGz3y,korean,석·박사통합과정,2021,1R,19711125,2021,2R,4.5,7,,33.1,55,자교,,0
186,186,5417,AAHxxwqJcdryk8VeKdG+Vauu,생명과학대학,자연과학,2,정원내신입학,졸업,생명과학과,생화학전공,AAFCs6risgpKldWv4DMEijrV,korean,석·박사통합과정,2019,1R,19921003,2021,2R,4.31,11,61990000,49,47.8,자교,,939242
187,187,5419,AAGXI90OCBVd0zEtCjPHYkrF,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAFrKRhc4pBNk+lwpuzAzJxf,korean,석·박사통합과정,2019,2R,19910930,2021,2R,4.22,10,114666000,58,37,자교,,1911100
188,188,5420,AAFfAaecte53tg8tLAIGhQkd,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAG/JVT6xluE6DbNm+mre8iq,korean,석·박사통합과정,2019,1R,19900801,2021,2R,4.18,11,87655000,53,34,자교,,1328106
189,189,5436,AAGiVTRMlx5iPG1sKIHij/sL,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAFNsWx/tG20MskixpMFJzte,korean,석·박사통합과정,2018,2R,19900521,2021,2R,4.19,12,132700000,45.7,47,타교,,1843056
190,190,5437,AAHx/Of3A2hlmZwdh8vR7Ifg,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAGoJfVvGfNEJItB01cbjNOs,korean,석·박사통합과정,2018,2R,19890731,2021,2R,4,12,116400000,46.7,45.3,타교,,1616667
191,191,5438,AAHMl4gG13b7uplXTMw+CIJn,의과대학,자연과학,2,외국인,졸업,의과학과,의생명과학전공,AAE8l4A/Yi6tn50GJ0JwUvik,foreigner,석·박사통합과정,2018,2R,19910111,2021,2R,4.31,12,108000000,95,,타교,,1500000
192,192,5456,AAEsECbwpi+INupmZ8eJeKiC,공과대학,공학,2,정원내신입학,졸업,신소재공학과,신소재공학전공,AAE4RWtRb5Aywzq18+9py2WY,korean,석·박사통합과정,2018,2R,19920430,2021,2R,4.14,12,95420000,59,40,타교,,1325278
193,193,5459,AAHIh3wpbue1KCJcKUwt7CTL,정경대학,인문·사회,1,정원내신입학,졸업,통계학과,수리통계학전공,AAFByAeboAfDls9tYCKfCcfP,korean,석·박사통합과정,2020,2R,19900923,2021,2R,4.39,9,49790000,46,46.3,자교,,922037
194,194,5468,AAEbrWe2ggd60Pp9Oibob+8/,생명과학대학,자연과학,1,정원내신입학,졸업,환경생태공학과,생물재료공학전공,AAEiUBHWTaydfuUlbPpdXZPj,korean,석·박사통합과정,2019,1R,19931027,2021,2R,4.38,11,144000465,48,48.67,자교,,2181825
195,195,5491,AAEn+M/kKNqtW6ru9vuhITKv,공과대학,공학,2,정원내신입학,졸업,마이크로/나노시스템협동과정,마이크로/나노시스템협동과정전공,AAFj8wKRZTXkoQ3FcBubZYe+,korean,석·박사통합과정,2018,1R,19881101,2021,2R,4.06,13,101615000,43,45,타교,,1302756
196,196,5510,AAFlUSjzpQ04dUXdqqfSfrBi,생명과학대학,자연과학,2,정원내신입학,졸업,생명공학과,분자생체공학전공,AAGHKhtTRVM2izkG1lKId0XM,korean,석·박사통합과정,2020,1R,19940706,2021,2R,4.43,9,112970000,42,47.6,자교,,2092037
197,197,5519,AAGeKweYchptOlofKGfz4qZA,의과대학,자연과학,2,외국인,졸업,의과학과,의생명과학전공,AAHxQ1hQVwWlLXTencZd1BX0,foreigner,석·박사통합과정,2019,2R,19920105,2021,2R,4.11,10,93500000,85,,타교,,1558333
198,198,5537,AAGZCUkzXrcWvF+zyA0aexoX,공과대학,공학,1,정원내신입학,졸업,기계공학과,기계공학전공,AAGMb99a8ba3R0Wqe3C95yqe,korean,석·박사통합과정,2018,1R,19900314,2021,2R,4.33,13,178480511,49.5,49.5,자교,,2288212
199,199,5540,AAGOo0g0uyiPs2QAOOKcsWTj,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAEgg9xAPbUzkzqGsSdbE/vh,korean,석·박사통합과정,2019,1R,19930405,2021,2R,4.21,11,125583043,60,37.1,자교,,1902773
200,200,5571,AAG/y18WS4SwKmWB+MsWSLYa,정보대학,공학,1,정원내신입학,졸업,컴퓨터·전파통신공학과,전파통신공학전공,AAGx+syfEJz2i7IEqqI92pvU,korean,석·박사통합과정,2019,1R,19910713,2021,2R,4.39,11,72170000,44,44,자교,,1093485
